name,address,gender,furnished,parking_area,kitchen_room,wifi,guest_room,laundry,rooftop,description,room_index,room_name,room_size,room_info,room_facilities,room_price
Bahagia House 34A Pasteur Bandung,"Jl. Bahagia No.59, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,"Kamu mahasiswa ITB, Universitas Kristen Maranatha, atau Universitas Pendidikan Indonesia? Pastinya cocok tinggal di Bahagia House 34A Pasteur Bandung. Kost coliving di Bandung ini jaraknya kurang dari 15 menit menuju kampusmu!Strategis juga ke gedung perkantoran di Jalan Cihampelas atau arah Dago Atas yang butuh waktu tempuh paling lama 13 menit berkendara. Ada tugas luar kota pun kamu nggak repot karena hanya 11 menit ke Stasiun Bandung, sementara Bandara Husein Sastranegara bisa dicapai dalam 24 menit berkendara dari kost Bandung ini.Kost di Pasteur Bandung ini dikelilingi oleh banyak resto dan kafe. Sebut saja Persegi Coffee, Trouit, atau Mie Gacoan Paskal. Butuh belanja bulanan? Sekitar 6 menit berkendara kamu sudah sampai di Cihampelas Walk atau Mall PVJ Bandung.Kamar di Bahagia House 34A Pasteur Bandung sudah berfurnitur lengkap dengan kamar mandi dalam, AC, dan Wi-Fi. Tersedia pula ruang makan, dapur bersama, area komunal, hingga rooftop untuk bersosialiasi dengan sesama penghuni.Bawa kendaraan sendiri? Kost di Pasteur Bandung ini dilengkapi area parkir dan CCTV. Komplet! Saatnya booking kamar pilihanmu agar nggak kehabisan, sekarang!Cari kost lain di Bandung.",2,Regular Single B,Luas kamar: 11m2,"1 Tempat tidur (100x200) 1 orang, Tidak termasuk listrik, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.500.000/bulan
Bahagia House 34A Pasteur Bandung,"Jl. Bahagia No.59, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,Yes,No,No,No,"Kamu mahasiswa ITB, Universitas Kristen Maranatha, atau Universitas Pendidikan Indonesia? Pastinya cocok tinggal di Bahagia House 34A Pasteur Bandung. Kost coliving di Bandung ini jaraknya kurang dari 15 menit menuju kampusmu!Strategis juga ke gedung perkantoran di Jalan Cihampelas atau arah Dago Atas yang butuh waktu tempuh paling lama 13 menit berkendara. Ada tugas luar kota pun kamu nggak repot karena hanya 11 menit ke Stasiun Bandung, sementara Bandara Husein Sastranegara bisa dicapai dalam 24 menit berkendara dari kost Bandung ini.Kost di Pasteur Bandung ini dikelilingi oleh banyak resto dan kafe. Sebut saja Persegi Coffee, Trouit, atau Mie Gacoan Paskal. Butuh belanja bulanan? Sekitar 6 menit berkendara kamu sudah sampai di Cihampelas Walk atau Mall PVJ Bandung.Kamar di Bahagia House 34A Pasteur Bandung sudah berfurnitur lengkap dengan kamar mandi dalam, AC, dan Wi-Fi. Tersedia pula ruang makan, dapur bersama, area komunal, hingga rooftop untuk bersosialiasi dengan sesama penghuni.Bawa kendaraan sendiri? Kost di Pasteur Bandung ini dilengkapi area parkir dan CCTV. Komplet! Saatnya booking kamar pilihanmu agar nggak kehabisan, sekarang!Cari kost lain di Bandung.",3,Master Queen,Luas kamar: 16.9m2,"1 Tempat tidur (160x200) 1 orang, Tidak termasuk listrik, Terdapat Balkon, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.750.000/bulan
Kosan Dago Barat 11F Coblong Bandung,Jln. Dago Barat No.11F Bandung 40135,Kost Putri,Not Fully Furnished,No,No,No,No,No,No,"– Kamar luas 2,5×3 meter– Isi kasur, lemari, meja dan kursi– Sudah termasuk listrik dan air– Dekat borma, indomaret, ATM– Angkot Kalapa-Dago, St.Hall-Dago, Riung Bdg-Dago, Ciumbuleuit-Dago, Caringin-Dago– Dekat kampus STKS, Unpad (Dipatiukur), ITB, Unikom– Dekat SMAN 19, SMAN 1– Dekat RS Boromeus– Banyak kuliner dago",0,Single,"Luas kamar: 7,5m2","1 Tempat tidur (90x200) 1 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 400.000/bulan
Kosan Dago Barat 11F Coblong Bandung,Jln. Dago Barat No.11F Bandung 40135,Kost Putri,Not Fully Furnished,No,No,No,No,No,No,"– Kamar luas 2,5×3 meter– Isi kasur, lemari, meja dan kursi– Sudah termasuk listrik dan air– Dekat borma, indomaret, ATM– Angkot Kalapa-Dago, St.Hall-Dago, Riung Bdg-Dago, Ciumbuleuit-Dago, Caringin-Dago– Dekat kampus STKS, Unpad (Dipatiukur), ITB, Unikom– Dekat SMAN 19, SMAN 1– Dekat RS Boromeus– Banyak kuliner dago",1,Double,Luas kamar: 12m2,"2 Tempat tidur (90x200) 2 orang, Termasuk listrik, Jendela kearah luar, Kamar mandi luar","Kursi, Lemari, Meja",Rp 750.000/bulan
Kost Pauline Regol Bandung,"Gg. Tisna Senjaya No.6A, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Cari kost putri Bandung yang lokasinya strategis? Cek Kost Pauline Regol Bandung yang berada dekat Alun-Alun Bandung. Kost Bandung bulanan ini cocok buat kamu yang sedang merantau ke Paris van Java.Kost putri Bandung ini hanya berjarak 2 menit ke Universitas Langlangbuana dan 5 menit ke Universitas Pasundan. Sementara kost Bandung bulanan ini butuh sekitar 12 menit untuk mencapai ITB dan Unpad Dipati Ukur. Kamu yang bekerja di sekitar Alun-Alun Bandung dan Jalan Asia Afrika cuma butuh 5 menit berkendara. Strategis!Di sekitar kost Bandung ini banyak terdapat jajanan dan restoran sehingga kamu tidak perlu takut kelaparan. Ada Baso Tulang Iga Sanguan, Atmosphere Resort Cafe, Nasi Goreng Bistik Sawah Kurung, Kita Steamboat & Yakiniku Ramdhan Bandung, Ayam Goreng Gorowok Asep Tiyen yang semuanya bisa didatangi nggak lebih dari 3 menit saja.Kost Pauline Regol Bandung menawarkan kamar nyaman dengan pilihan kamar mandi dalam dan luar. Tersedia dapur bersama dan parkiran jika kamu ingin membawa motor sendiri. Kost Bandung bulanan ini tagihannya sudah termasuk listrik. Bikin pengeluaran makin hemat!Yuk, segera booking kamar di kost putri Bandung dekat kampus ini!Cari kost di Bandung",0,Master Single,Luas kamar: 15.8m2,"1 Tempat tidur (120 x 200) 1 orang, Termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam, Shower","Lemari, Sprei",Rp 1.500.000/bulan
Kost Pauline Regol Bandung,"Gg. Tisna Senjaya No.6A, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Cari kost putri Bandung yang lokasinya strategis? Cek Kost Pauline Regol Bandung yang berada dekat Alun-Alun Bandung. Kost Bandung bulanan ini cocok buat kamu yang sedang merantau ke Paris van Java.Kost putri Bandung ini hanya berjarak 2 menit ke Universitas Langlangbuana dan 5 menit ke Universitas Pasundan. Sementara kost Bandung bulanan ini butuh sekitar 12 menit untuk mencapai ITB dan Unpad Dipati Ukur. Kamu yang bekerja di sekitar Alun-Alun Bandung dan Jalan Asia Afrika cuma butuh 5 menit berkendara. Strategis!Di sekitar kost Bandung ini banyak terdapat jajanan dan restoran sehingga kamu tidak perlu takut kelaparan. Ada Baso Tulang Iga Sanguan, Atmosphere Resort Cafe, Nasi Goreng Bistik Sawah Kurung, Kita Steamboat & Yakiniku Ramdhan Bandung, Ayam Goreng Gorowok Asep Tiyen yang semuanya bisa didatangi nggak lebih dari 3 menit saja.Kost Pauline Regol Bandung menawarkan kamar nyaman dengan pilihan kamar mandi dalam dan luar. Tersedia dapur bersama dan parkiran jika kamu ingin membawa motor sendiri. Kost Bandung bulanan ini tagihannya sudah termasuk listrik. Bikin pengeluaran makin hemat!Yuk, segera booking kamar di kost putri Bandung dekat kampus ini!Cari kost di Bandung",1,Pocket Single A,Luas kamar: 5.2m2,"1 Tempat tidur (90 x 200) 1 orang, Termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi luar, Shower","Lemari, Sprei",Rp 750.000/bulan
Kost Pauline Regol Bandung,"Gg. Tisna Senjaya No.6A, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Cari kost putri Bandung yang lokasinya strategis? Cek Kost Pauline Regol Bandung yang berada dekat Alun-Alun Bandung. Kost Bandung bulanan ini cocok buat kamu yang sedang merantau ke Paris van Java.Kost putri Bandung ini hanya berjarak 2 menit ke Universitas Langlangbuana dan 5 menit ke Universitas Pasundan. Sementara kost Bandung bulanan ini butuh sekitar 12 menit untuk mencapai ITB dan Unpad Dipati Ukur. Kamu yang bekerja di sekitar Alun-Alun Bandung dan Jalan Asia Afrika cuma butuh 5 menit berkendara. Strategis!Di sekitar kost Bandung ini banyak terdapat jajanan dan restoran sehingga kamu tidak perlu takut kelaparan. Ada Baso Tulang Iga Sanguan, Atmosphere Resort Cafe, Nasi Goreng Bistik Sawah Kurung, Kita Steamboat & Yakiniku Ramdhan Bandung, Ayam Goreng Gorowok Asep Tiyen yang semuanya bisa didatangi nggak lebih dari 3 menit saja.Kost Pauline Regol Bandung menawarkan kamar nyaman dengan pilihan kamar mandi dalam dan luar. Tersedia dapur bersama dan parkiran jika kamu ingin membawa motor sendiri. Kost Bandung bulanan ini tagihannya sudah termasuk listrik. Bikin pengeluaran makin hemat!Yuk, segera booking kamar di kost putri Bandung dekat kampus ini!Cari kost di Bandung",2,Pocket Single B,Luas kamar: 4.8m2,"1 Tempat tidur (90 x 200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi luar, Shower","Lemari, Sprei",Rp 800.000/bulan
Kost Pauline Regol Bandung,"Gg. Tisna Senjaya No.6A, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Cari kost putri Bandung yang lokasinya strategis? Cek Kost Pauline Regol Bandung yang berada dekat Alun-Alun Bandung. Kost Bandung bulanan ini cocok buat kamu yang sedang merantau ke Paris van Java.Kost putri Bandung ini hanya berjarak 2 menit ke Universitas Langlangbuana dan 5 menit ke Universitas Pasundan. Sementara kost Bandung bulanan ini butuh sekitar 12 menit untuk mencapai ITB dan Unpad Dipati Ukur. Kamu yang bekerja di sekitar Alun-Alun Bandung dan Jalan Asia Afrika cuma butuh 5 menit berkendara. Strategis!Di sekitar kost Bandung ini banyak terdapat jajanan dan restoran sehingga kamu tidak perlu takut kelaparan. Ada Baso Tulang Iga Sanguan, Atmosphere Resort Cafe, Nasi Goreng Bistik Sawah Kurung, Kita Steamboat & Yakiniku Ramdhan Bandung, Ayam Goreng Gorowok Asep Tiyen yang semuanya bisa didatangi nggak lebih dari 3 menit saja.Kost Pauline Regol Bandung menawarkan kamar nyaman dengan pilihan kamar mandi dalam dan luar. Tersedia dapur bersama dan parkiran jika kamu ingin membawa motor sendiri. Kost Bandung bulanan ini tagihannya sudah termasuk listrik. Bikin pengeluaran makin hemat!Yuk, segera booking kamar di kost putri Bandung dekat kampus ini!Cari kost di Bandung",3,Pocket Single C,Luas kamar: 5.4m2,"1 Tempat tidur (90 x 200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi luar, Shower","Lemari, Sprei",Rp 700.000/bulan
Kost Pauline Regol Bandung,"Gg. Tisna Senjaya No.6A, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Kost Putri,Not Fully Furnished,No,Yes,No,No,No,No,"Cari kost putri Bandung yang lokasinya strategis? Cek Kost Pauline Regol Bandung yang berada dekat Alun-Alun Bandung. Kost Bandung bulanan ini cocok buat kamu yang sedang merantau ke Paris van Java.Kost putri Bandung ini hanya berjarak 2 menit ke Universitas Langlangbuana dan 5 menit ke Universitas Pasundan. Sementara kost Bandung bulanan ini butuh sekitar 12 menit untuk mencapai ITB dan Unpad Dipati Ukur. Kamu yang bekerja di sekitar Alun-Alun Bandung dan Jalan Asia Afrika cuma butuh 5 menit berkendara. Strategis!Di sekitar kost Bandung ini banyak terdapat jajanan dan restoran sehingga kamu tidak perlu takut kelaparan. Ada Baso Tulang Iga Sanguan, Atmosphere Resort Cafe, Nasi Goreng Bistik Sawah Kurung, Kita Steamboat & Yakiniku Ramdhan Bandung, Ayam Goreng Gorowok Asep Tiyen yang semuanya bisa didatangi nggak lebih dari 3 menit saja.Kost Pauline Regol Bandung menawarkan kamar nyaman dengan pilihan kamar mandi dalam dan luar. Tersedia dapur bersama dan parkiran jika kamu ingin membawa motor sendiri. Kost Bandung bulanan ini tagihannya sudah termasuk listrik. Bikin pengeluaran makin hemat!Yuk, segera booking kamar di kost putri Bandung dekat kampus ini!Cari kost di Bandung",4,Pocket Single D,Luas kamar: 4.8m2,"1 Tempat tidur (90x200) 1 orang, Termasuk listrik, 1 Kamar mandi, Kamar mandi luar, Shower","Lemari, Sprei",Rp 700.000/bulan
ANF Residence Astana Anyar Bandung,"Gg. H. Idrus No.205B/89, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241, Indonesia",Kost Putri,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang sedang mencari kost putri di Bandung bisa cek ANF Residence Astana Anyar Bandung. Lokasinya strategis ke pusat bisnis dan perbelanjaan serta kampus sehingga pas untuk karyawati dan mahasiswi.Kalau tinggal di kost coliving Bandung khusus putri ini dan bekerja di daerah Paskal, Pasar Baru, maupun Alun-Alun Kota Bandung, maka kamu hanya butuh 10 menit untuk mencapainya. Stasiun Bandung pun cuma 13 menit berkendara!Mahasiswi Universitas Pasundan Kampus Lengkong dan Universitas Langlangbuana (UNLA) bisa sampai kampus sekitar 12 menit berkendara dari kost putri di Bandung ini. Nggak perlu takut sulit cari makan karena di sekitar kost Bandung ini ada banyak resto dan kafe kekinian.ANF Residence Astana Anyar Bandung menyediakan kamar berfurnitur lengkap dengan kamar mandi dalam dan Wi-Fi. Fasilitasnya selengkap apartemen karena ada rooftop, area makan, dapur bersama, parkiran, hingga CCTV. Yuk, segera booking kamar pilihanmu!Cari kost di Bandung.",0,Compact Single with Bathroom,Luas kamar: 8m2,"1 Tempat tidur (120 x 200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.000.000/bulan
ANF Residence Astana Anyar Bandung,"Gg. H. Idrus No.205B/89, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241, Indonesia",Kost Putri,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang sedang mencari kost putri di Bandung bisa cek ANF Residence Astana Anyar Bandung. Lokasinya strategis ke pusat bisnis dan perbelanjaan serta kampus sehingga pas untuk karyawati dan mahasiswi.Kalau tinggal di kost coliving Bandung khusus putri ini dan bekerja di daerah Paskal, Pasar Baru, maupun Alun-Alun Kota Bandung, maka kamu hanya butuh 10 menit untuk mencapainya. Stasiun Bandung pun cuma 13 menit berkendara!Mahasiswi Universitas Pasundan Kampus Lengkong dan Universitas Langlangbuana (UNLA) bisa sampai kampus sekitar 12 menit berkendara dari kost putri di Bandung ini. Nggak perlu takut sulit cari makan karena di sekitar kost Bandung ini ada banyak resto dan kafe kekinian.ANF Residence Astana Anyar Bandung menyediakan kamar berfurnitur lengkap dengan kamar mandi dalam dan Wi-Fi. Fasilitasnya selengkap apartemen karena ada rooftop, area makan, dapur bersama, parkiran, hingga CCTV. Yuk, segera booking kamar pilihanmu!Cari kost di Bandung.",1,Compact Single with Window,Luas kamar: 8m2,"1 Tempat tidur (120 x 200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.100.000/bulan
ANF Residence Astana Anyar Bandung,"Gg. H. Idrus No.205B/89, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241, Indonesia",Kost Putri,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang sedang mencari kost putri di Bandung bisa cek ANF Residence Astana Anyar Bandung. Lokasinya strategis ke pusat bisnis dan perbelanjaan serta kampus sehingga pas untuk karyawati dan mahasiswi.Kalau tinggal di kost coliving Bandung khusus putri ini dan bekerja di daerah Paskal, Pasar Baru, maupun Alun-Alun Kota Bandung, maka kamu hanya butuh 10 menit untuk mencapainya. Stasiun Bandung pun cuma 13 menit berkendara!Mahasiswi Universitas Pasundan Kampus Lengkong dan Universitas Langlangbuana (UNLA) bisa sampai kampus sekitar 12 menit berkendara dari kost putri di Bandung ini. Nggak perlu takut sulit cari makan karena di sekitar kost Bandung ini ada banyak resto dan kafe kekinian.ANF Residence Astana Anyar Bandung menyediakan kamar berfurnitur lengkap dengan kamar mandi dalam dan Wi-Fi. Fasilitasnya selengkap apartemen karena ada rooftop, area makan, dapur bersama, parkiran, hingga CCTV. Yuk, segera booking kamar pilihanmu!Cari kost di Bandung.",2,Regular Single,Luas kamar: 11m2,"1 Tempat tidur (120 x 200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.200.000/bulan
ANF Residence Astana Anyar Bandung,"Gg. H. Idrus No.205B/89, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241, Indonesia",Kost Putri,Fully Furnished,No,Yes,Yes,No,No,No,"Buat kamu yang sedang mencari kost putri di Bandung bisa cek ANF Residence Astana Anyar Bandung. Lokasinya strategis ke pusat bisnis dan perbelanjaan serta kampus sehingga pas untuk karyawati dan mahasiswi.Kalau tinggal di kost coliving Bandung khusus putri ini dan bekerja di daerah Paskal, Pasar Baru, maupun Alun-Alun Kota Bandung, maka kamu hanya butuh 10 menit untuk mencapainya. Stasiun Bandung pun cuma 13 menit berkendara!Mahasiswi Universitas Pasundan Kampus Lengkong dan Universitas Langlangbuana (UNLA) bisa sampai kampus sekitar 12 menit berkendara dari kost putri di Bandung ini. Nggak perlu takut sulit cari makan karena di sekitar kost Bandung ini ada banyak resto dan kafe kekinian.ANF Residence Astana Anyar Bandung menyediakan kamar berfurnitur lengkap dengan kamar mandi dalam dan Wi-Fi. Fasilitasnya selengkap apartemen karena ada rooftop, area makan, dapur bersama, parkiran, hingga CCTV. Yuk, segera booking kamar pilihanmu!Cari kost di Bandung.",3,Superior Twin,Luas kamar: 13m2,"2 Tempat tidur (120 x 200) 1 orang, Tidak termasuk listrik, Jendela kearah luar, 1 Kamar mandi, Kamar mandi dalam","Kursi, Lemari, Meja",Rp 1.500.000/bulan
109 Residence Ciumbuleuit Bandung,"Jl. Ciumbuleuit No.109a, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kamu bisa ngekost di Bandung yang selangkah ke kampus, lho, kalau tinggal di 109 Residence Ciumbuleuit Bandung. Ya, kost eksklusif Bandung ini letaknya hanya 400 meter dari Universitas Katolik Parahyangan atau 1 menit berkendara dan sekitar 5 menit berjalan kaki.Dekat juga bagi mahasiswa ITB atau UNPAD Dipati Ukur karena kamu bisa mencapai kampus sekitar 10 menit. Selain itu, kost Bandung ini pun cocok bagi pekerja yang berkantor di daerah Pasteur, Dipati Ukur, atau Asia Afrika karena perjalanannya nggak sampai 30 menit berkendara.Tinggal di kost Bandung ini nggak perlu pusing mikirin soal isi perut. Ada banyak kafe dan resto yang bisa kamu pilih, mulai dari McDonald’s, Kilogram, Saka Bistro & Bar, atau Jurnal Risa Coffee Dago. Butuh belanja bulanan? Tinggal mampir ke Borma Toserba Setiabudi atau Dago.Semua kamar di 109 Residence Ciumbuleuit Bandung sudah berperabot lengkap dengan kamar mandi dalam dan water heater. Kamu bisa menggunakan area komunal, dapur bersama, dan area parkir jika membawa kendaraan pribadi.Kost di Bandung ini juga dilengkapi CCTV untuk menambah kenyamanan penghuni. Tersedia pula fasilitas laundry, tetapi untuk jasa pembersihan kamar harus request dulu. Sudah siap booking kamarmu? Pilih sekarang sebelum kehabisan!Cari kost lain di Bandung.",0,Compact Single A,Luas kamar: 9m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.900.000/bulan
109 Residence Ciumbuleuit Bandung,"Jl. Ciumbuleuit No.109a, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kamu bisa ngekost di Bandung yang selangkah ke kampus, lho, kalau tinggal di 109 Residence Ciumbuleuit Bandung. Ya, kost eksklusif Bandung ini letaknya hanya 400 meter dari Universitas Katolik Parahyangan atau 1 menit berkendara dan sekitar 5 menit berjalan kaki.Dekat juga bagi mahasiswa ITB atau UNPAD Dipati Ukur karena kamu bisa mencapai kampus sekitar 10 menit. Selain itu, kost Bandung ini pun cocok bagi pekerja yang berkantor di daerah Pasteur, Dipati Ukur, atau Asia Afrika karena perjalanannya nggak sampai 30 menit berkendara.Tinggal di kost Bandung ini nggak perlu pusing mikirin soal isi perut. Ada banyak kafe dan resto yang bisa kamu pilih, mulai dari McDonald’s, Kilogram, Saka Bistro & Bar, atau Jurnal Risa Coffee Dago. Butuh belanja bulanan? Tinggal mampir ke Borma Toserba Setiabudi atau Dago.Semua kamar di 109 Residence Ciumbuleuit Bandung sudah berperabot lengkap dengan kamar mandi dalam dan water heater. Kamu bisa menggunakan area komunal, dapur bersama, dan area parkir jika membawa kendaraan pribadi.Kost di Bandung ini juga dilengkapi CCTV untuk menambah kenyamanan penghuni. Tersedia pula fasilitas laundry, tetapi untuk jasa pembersihan kamar harus request dulu. Sudah siap booking kamarmu? Pilih sekarang sebelum kehabisan!Cari kost lain di Bandung.",1,Compact Single B,Luas kamar: 9.7m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.100.000/bulan
109 Residence Ciumbuleuit Bandung,"Jl. Ciumbuleuit No.109a, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kamu bisa ngekost di Bandung yang selangkah ke kampus, lho, kalau tinggal di 109 Residence Ciumbuleuit Bandung. Ya, kost eksklusif Bandung ini letaknya hanya 400 meter dari Universitas Katolik Parahyangan atau 1 menit berkendara dan sekitar 5 menit berjalan kaki.Dekat juga bagi mahasiswa ITB atau UNPAD Dipati Ukur karena kamu bisa mencapai kampus sekitar 10 menit. Selain itu, kost Bandung ini pun cocok bagi pekerja yang berkantor di daerah Pasteur, Dipati Ukur, atau Asia Afrika karena perjalanannya nggak sampai 30 menit berkendara.Tinggal di kost Bandung ini nggak perlu pusing mikirin soal isi perut. Ada banyak kafe dan resto yang bisa kamu pilih, mulai dari McDonald’s, Kilogram, Saka Bistro & Bar, atau Jurnal Risa Coffee Dago. Butuh belanja bulanan? Tinggal mampir ke Borma Toserba Setiabudi atau Dago.Semua kamar di 109 Residence Ciumbuleuit Bandung sudah berperabot lengkap dengan kamar mandi dalam dan water heater. Kamu bisa menggunakan area komunal, dapur bersama, dan area parkir jika membawa kendaraan pribadi.Kost di Bandung ini juga dilengkapi CCTV untuk menambah kenyamanan penghuni. Tersedia pula fasilitas laundry, tetapi untuk jasa pembersihan kamar harus request dulu. Sudah siap booking kamarmu? Pilih sekarang sebelum kehabisan!Cari kost lain di Bandung.",2,Regular Single A,Luas kamar: 11m2,"1 Tempat tidur (120x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","Kursi, Lemari, Meja",Rp 1.950.000/bulan
109 Residence Ciumbuleuit Bandung,"Jl. Ciumbuleuit No.109a, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kamu bisa ngekost di Bandung yang selangkah ke kampus, lho, kalau tinggal di 109 Residence Ciumbuleuit Bandung. Ya, kost eksklusif Bandung ini letaknya hanya 400 meter dari Universitas Katolik Parahyangan atau 1 menit berkendara dan sekitar 5 menit berjalan kaki.Dekat juga bagi mahasiswa ITB atau UNPAD Dipati Ukur karena kamu bisa mencapai kampus sekitar 10 menit. Selain itu, kost Bandung ini pun cocok bagi pekerja yang berkantor di daerah Pasteur, Dipati Ukur, atau Asia Afrika karena perjalanannya nggak sampai 30 menit berkendara.Tinggal di kost Bandung ini nggak perlu pusing mikirin soal isi perut. Ada banyak kafe dan resto yang bisa kamu pilih, mulai dari McDonald’s, Kilogram, Saka Bistro & Bar, atau Jurnal Risa Coffee Dago. Butuh belanja bulanan? Tinggal mampir ke Borma Toserba Setiabudi atau Dago.Semua kamar di 109 Residence Ciumbuleuit Bandung sudah berperabot lengkap dengan kamar mandi dalam dan water heater. Kamu bisa menggunakan area komunal, dapur bersama, dan area parkir jika membawa kendaraan pribadi.Kost di Bandung ini juga dilengkapi CCTV untuk menambah kenyamanan penghuni. Tersedia pula fasilitas laundry, tetapi untuk jasa pembersihan kamar harus request dulu. Sudah siap booking kamarmu? Pilih sekarang sebelum kehabisan!Cari kost lain di Bandung.",3,Superior Queen A,Luas kamar: 13m2,"1 Tempat tidur (160x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.150.000/bulan
109 Residence Ciumbuleuit Bandung,"Jl. Ciumbuleuit No.109a, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat",Kost Campur,Not Fully Furnished,No,Yes,No,No,No,No,"Kamu bisa ngekost di Bandung yang selangkah ke kampus, lho, kalau tinggal di 109 Residence Ciumbuleuit Bandung. Ya, kost eksklusif Bandung ini letaknya hanya 400 meter dari Universitas Katolik Parahyangan atau 1 menit berkendara dan sekitar 5 menit berjalan kaki.Dekat juga bagi mahasiswa ITB atau UNPAD Dipati Ukur karena kamu bisa mencapai kampus sekitar 10 menit. Selain itu, kost Bandung ini pun cocok bagi pekerja yang berkantor di daerah Pasteur, Dipati Ukur, atau Asia Afrika karena perjalanannya nggak sampai 30 menit berkendara.Tinggal di kost Bandung ini nggak perlu pusing mikirin soal isi perut. Ada banyak kafe dan resto yang bisa kamu pilih, mulai dari McDonald’s, Kilogram, Saka Bistro & Bar, atau Jurnal Risa Coffee Dago. Butuh belanja bulanan? Tinggal mampir ke Borma Toserba Setiabudi atau Dago.Semua kamar di 109 Residence Ciumbuleuit Bandung sudah berperabot lengkap dengan kamar mandi dalam dan water heater. Kamu bisa menggunakan area komunal, dapur bersama, dan area parkir jika membawa kendaraan pribadi.Kost di Bandung ini juga dilengkapi CCTV untuk menambah kenyamanan penghuni. Tersedia pula fasilitas laundry, tetapi untuk jasa pembersihan kamar harus request dulu. Sudah siap booking kamarmu? Pilih sekarang sebelum kehabisan!Cari kost lain di Bandung.",4,Superior Queen B,Luas kamar: 13.5m2,"1 Tempat tidur (160x200) 1 orang, Tidak termasuk listrik, 1 Kamar mandi, Kamar mandi dalam, Shower, Wastafel, Pemanas air","AC, Kursi, Lemari, Meja",Rp 2.350.000/bulan
