post_id,food_id,user_id,content,likes,type
1,81419,2002430634,"In another minestrone recipe they use a borlotti bean. Is there another name for it ? Also your recipe is the best I've found so far. It's the oregano definitely. I add more pepper as well. Plus I'll only add the pasta needed and then freeze the soup. I can boil some pasta as needed in vegetable broth for more flavor. Thanks in advance for your expertise. ?????????? !!! I",2,question
2,81419,2001468905,"Should you drain the beans or add the entire can, undrained. Has anyone used chicken or vegetable broth instead of water?",0,question
3,81419,2000767449,"I made this for Christmas Eve dinner, and it was FABULOUS!!!! My husband loved it, and he's not a big fan of my cooking! ? That proves this recipe is the real deal. I did use vegetable broth instead of 3 cups of water, and put about 14 fresh spinach leaves in at the last minute. Will definitely make this many times in the future.",3,review
4,81419,25941,"Uncle Bill, this is fantastic. I followed your recipe exactly but I used vegetable stock instead of water because I had some I needed to use up. My husband takes soup for lunch in the winter and he raved about this when he came home. Thanks for another great recipe.",3,review
5,81419,252514,"Yum yum! A very warming and tasty minestrone with lots of zucchini (a plus!) It is also very tomato-ey, so if you love tomatoes you will enjoy this very much. My only suggestion is to cook the celery a little longer (with the onions maybe?) so they become more tender. I had to cook my soup awhile more until they softened. Also added some fresh spinach and basil from the garden. Thanks, Uncle Bill. [Made for All You Can Cook Tag]",2,review
6,81419,2002064320,"I used organic lentils instead of cannellini beans and used fresh tomatoes instead of canned. All the ingredients were fresh and organic and it turned out great! Your recipe was the inspiration for my own version. Thank you for making it easy to follow.",1,review
7,81419,2001985209,"Awesome, easy recipe. It's super flavorful. I used macaroni instead because that's what I had. I added a splash of spicy pickle juice because it seemed like a good idea and it turned out nicely. Upped the beans because I love beans. Recommended for cold and rainy days! Thanks Uncle Bill!",1,review
8,81419,173976,"I don't understand the excitement and rave reviews about this recipe. It's just a plain vegetable soup with too much zucchini and celery, and rather bland even with the addition of broth instead of water and extra spices.",1,tweak
9,81419,2000767449,"I made this for Christmas Eve dinner, and it was FABULOUS!!!! My husband loved it, and he's not a big fan of my cooking! ? That proves this recipe is the real deal. I did use vegetable broth instead of 3 cups of water, and put about 14 fresh spinach leaves in at the last minute. Will definitely make this many times in the future.",0,tweak
10,81419,1802528797,"Thank you Uncle Bill for this recipe. So simple and delicious! I was looking for a vegetarian version for minestrone soup. I used chicken stock instead of vegetable, because well I'm not a vegetarian and wanted the flavor of chicken stock. My husband and two small children ate this up with crusty french bread for dipping.",0,tweak
11,81419,697352,"Mmmmm! Delish! I used chicken broth instead of water and added the whole can of beans. I love this recipe. I will make again and again. Thanks!",0,tweak
12,81419,1997017,"I cook this every three or four weeks, it's delicious. I use 1/2 a teaspoon of oregano instead of 1/4, a dash of Worcestershire and Tabasco sauces and a teaspoon of Vegeta. My boyfriend loves it for dinner with hot toast and butter. Yum!",0,tweak
1,514034,1802555155,"Being half-Israeli, I am immediately skeptical of all shakshuka recipes. This one surpassed all expectations. Great job, Mandy!",0,review
1,379639,2001921429,"Hi everyone, just wondering if this would still be good if kept in the fridge for 24hrs? Would like to prepare day before a party.",1,question
2,379639,2001092295,"Is Tabouli Gluten free?",0,question
3,379639,2153320,"This recipe totally lives up to its name. The best! I made it with Quinoa instead of bulgar wheat and it was FABULOUS. I just prepared one cup of dry organic Quinoa per the packaging instructions and proceeded as stated. I kept all of the veggies and other ingredients the same as I think Quinoa poofs up a bit more than the bulgar wheat. Plus I like lots of stuff in my salad. I eased up by just a bit on the olive oil and red wind vinegar but I don't think the whole amount would make much difference. Also, I used about 4 parts parsley to 1-2 parts mint which I got from my garden and is stronger than the stuff you buy in the store. I probably had at least a full 3/4 cup of parsley when chopped. To me, it is hard to determine how much ""one bunch"" is, so that's how I handled it. GREAT, GREAT recipe. Seriously the best Tabouleh Salad I have ever made.",5,review
4,379639,2032489,"A most excellent recipe! I cut the recipe in half. No rice wine vinegar - used balsamic instead... and added cucumbers. It is the perfect balance of bulgar to parsley ratio. A few years ago,I needed a last minute dish to take to a gathering. Looking at what I had on hand and following a whim, I stumbled across a fantastic combo of mixing tabouli with a container of classic tuna salad (not mayonaisy) from Whole Foods. The flavors came together perfectly and it was a huge hit! The whole room wanted the ""recipe"". Since then, when I make tabouli, I often add a can of Albacore tuna to the mix and Wa La(!) - an excellent meal that is appreciated by all. Top with a slice of avocado and you have heaven on a plate. Without fail, recipe requests follow the first bite. It just works. In-joy.",4,review
5,379639,394077,"I love this salad. So refreshing and clean tasting...I can eat it with everything and everyday...so good...thanks for posting it.",4,review
6,379639,1428015,"I made this recipe 3 times and after experimenting with a couple of additions, I love it. I followed the recipe exactly and then added 1/2 of an english cucumber, chopped, and 1 1/2 packets of raw sugar. This reduced the acidity a little. Shared with others who loved it also. Thanks for posting the recipe.",4,review
7,379639,126440,"I loved the flavor of this salad. I'm not sure if my bulgur was #1 grind so let it sit for one hour, then added the other ingredients. Loved the kick from the cayenne pepper. Served it with Recipe #303946 and Recipe #93401.",3,review
8,379639,2032489,"A most excellent recipe! I cut the recipe in half. No rice wine vinegar - used balsamic instead... and added cucumbers. It is the perfect balance of bulgar to parsley ratio. A few years ago,I needed a last minute dish to take to a gathering. Looking at what I had on hand and following a whim, I stumbled across a fantastic combo of mixing tabouli with a container of classic tuna salad (not mayonaisy) from Whole Foods. The flavors came together perfectly and it was a huge hit! The whole room wanted the ""recipe"". Since then, when I make tabouli, I often add a can of Albacore tuna to the mix and Wa La(!) - an excellent meal that is appreciated by all. Top with a slice of avocado and you have heaven on a plate. Without fail, recipe requests follow the first bite. It just works. In-joy.",1,tweak
9,379639,7578910,"Tabbouleh has always been something I wanted to make, and this recipe is the one I will use every time! I substituted Quinoa in place of the bulgur, using 1 1/2 cups of dry Quinoa to 3 cups of water and cooking it according to the directions on its package. This made the perfect amount of Quinoa to veggie ratio since I prefer a more balanced salad. Any less Quinoa and I think the parsley would have been too dominant. I used curly leaf parsley, which to me seemed to be just as flavorful as flat leaf but not as pungent. I chopped it very finely and took other's advice and measured 3/4 cup to 1 cup loosely packed. My ""1 bunch"" of green onions was 6 onions, and I used the whole onion-- both the green and the white. Where the recipe calls for 1 medium onion chopped, I only added 1/4 chopped to the salad, and it was a little too strong even with such a small amount. So I suggest using a mild or sweet onion or leaving it out altogether; I thought the green onions gave it great flavor on their own. I used fresh garden mint as well and only needed 1/4 cup or less after it was chopped. I used 16oz fresh cherry tomatoes quartered, and kept the olive oil and red wine vinegar as stated. Quinoa can be a little sticky so the oil really helped keep the texture of traditional tabbouleh. My only additions were 1 English cucumber finely chopped, which boosted the texture and flavor immensely, and about 2Tbls of balsamic vinegar to give the salad just a little bit of sweet without having to worry about granules of sugar showing up in the salad. I served this wonderful dish with hummus, pita bread, kalamata olives, and marinated Greek chicken kabobs (recipe was from a different website). Everyone loved it all!! Thank you for sharing this recipe blucoat!!",1,tweak
10,379639,2332788,"Yummy! I substituted cilantro for one half of the parsley, because that is what I had and used garlic instead of the cayenne....wow.",0,tweak
1,364493,743849,"We really enjoyed this healthier version of rice pilaf. Great flavor! The extra cooking time (for the brown rice) is worth it - the rice was fluffy and scrumptious! I followed the recipe EXACTLY and I wouldn't change a thing! Made for Photo Tag.",3,review
2,364493,1384367,"I cut the recipe in half (because there are only two of us in the house), and it came out perfectly. The rice cooked in about 35 minutes and tasted great. Thank you for helping me make fluffy brown rice that my husband will eat without complaining!",2,review
3,364493,1099264,"Really easy and really tasty. I used all chicken stock instead of water for extra flavor. Also great with mushrooms sautéed with the onion and pepper.",2,review
4,364493,465911,"Great recipe.",1,review
5,364493,514157,"Crazy good !!! I used mostly chicken stock for this for more flavor. I used mushrooms as well and red bells too as the others stated . Oh my goodness , The smell of it cooking , is enough to make you faint !! Yummo!",1,review
6,364493,1849027,"Absolutely Perfect! Because of the main dish I was making, I used Beef broth instead of chicken broth. It cooked perfectly and looked beautiful and my family loved it!",0,tweak
7,364493,1099264,"Really easy and really tasty. I used all chicken stock instead of water for extra flavor. Also great with mushrooms sauted with the onion and pepper.",0,tweak
1,156662,2002470084,"Would you cook bone-in, skin on chicken thighs a little longer to thoroughly cook?",0,question
2,156662,2001177335,"A truly simple delicious dinner, husband loved it, definitely make a again!",0,review
3,156662,471290,"Delicious recipe. Wive loves olives and chicken thighs, so this recipe hit the spot. Will make again for sure.",0,review
4,156662,288146,"Fantastic! I subbed a can of diced tomatoes for the fresh as that was all I had on hand and it was awesome! I'm sure it would be better as written but it is great in a pinch. Thanks for the awesome recipe Kitten!",0,review
5,156662,885216,"Great recipe! All the flavors work so well together, it makes a great Mediterranean dish. Wonderful served over cous cous.",0,review
6,156662,456860,"Excellent meal! Easy to prepare and I was able to chop and cut as I went along. The only changes that were made was an increase in garlic, 1.5 teaspoon of chili flakes, and I omitted the grape tomatoes (seemed like a lot of tomatoes already) and the parsley. (I didn't have any) It reminds me so much of pasta puttanesca which I love. I served it with rice and garlic toast. Mm!",0,review
1,183768,2000449361,"Quick, easy summer meal. I've made couscous salad before, using a different recipe. I was looking for something I could make with items I had on hand and this was a winner.",0,review
2,183768,1052873,"Very good. I didn't have any mint and I think that was needed. It's a little bland.",0,review
3,183768,452355,"This was a flavorful, easy to make salad. We served as a side to Dolmathes. I had to use shallot in place of red onions, because I was out. We easily halved the recipe ingredients to make a smaller amount. Made for Sun and Spice 2013",0,review
4,183768,299608,"Super nice twist on a cous cous salad...I used less mint and more parsley than indicated in the recipe b/c i thought equal proportions would be too minty for my liking. The only thing i added was diced tomatoes (which i added at the table so the leftover salad would keep better without tomatoes). If i were serving this as a meal on it's own I would also add feta cheese! Yum, thanks for a great recipe!",0,review
5,183768,47892,"I added garlic and used this delicious salad as a filling for pita pockets! Use both fresh mint and fresh parsley from the garden, too! I wish I knew what indigo lentils are. They sound delish! Thanks for sharing! cg ;)",0,review
6,183768,452355,"This was a flavorful, easy to make salad. We served as a side to Dolmathes. I had to use shallot in place of red onions, because I was out. We easily halved the recipe ingredients to make a smaller amount. Made for Sun and Spice 2013",0,tweak
1,455488,2000254857,"AMAZING!!!! Licked the bowl clean!",2,review
2,455488,266635,"Fantastic Hummus recipe -- the best I have tried to date! I doubled the recipe and served it with recipe#427044 (equally delicious). This will be my new ""go to"" recipe when I want a healthy, delicious appetizer or snack. Thanks for posting this great recipe. Made for Everyday is a Food Holiday tag, October, 2011.",2,review
3,455488,573325,"Wow, this really is a very tasty hummus! I liked it a lot. It had just the right amount of cumin and tanf from the yoghurt. Next time I would use a bit less garlic but thats just personal prefernce I guess. I reduced the oil a tad cause I like it when my hummus is a bit sturdier instead of super creamy. Its amazing how versatile this recipe is because of the various topping options. This time I used olives and cayenne pepper on top. Mmm! :)<br/>THANK YOU SO MUCH for sharing this keeper with us, Gail Ann!<br/>Made and reviewed for Aussie/NZ Recipe Swap #54 July 2011.",2,review
4,455488,37449,"I really enjoyed this with chips. It's the first time my DS has tried hummuus and he couldn't get enough and has asked me to make more. I was stumped as I had no yogurt or sour cream so subbed mayonnaise. It worked just fine. Thanks! Made for PRMR game.",2,review
5,455488,2001959293,"This is much better than Zea's hummus! Best recipe that I have used. Fry up some flour tortillas for dipping. Cut into quarters, fry for about 1 1/2 minuets, better that bagged chips.",1,review
1,82509,2002929101,"keto friendly ?",0,question
2,82509,2002786745,"Why do you put a potato that you shred into the recipe.? Is it to give it an added creaminess?",0,question
3,82509,278639,"I read recipes for Lentil Soup all day looking for just the right one to take to a Soup Luncheon ..... then I found this one and it was perfect. I used a pound package of lentils and it made a huge pot. Very tasty!! Thanks for posting.",1,review
4,82509,445442,"This was delicious! My fiance (the vegetarian) and I (the carnivore) loved it - it was earthy, substantial and flavourful! We made a few tiny adjustments - we used a handful of brown rice instead of the potato, and after the 10 hours of cooking, we added an extra 2 cups or so of broth, and almost double the lemon juice, as well as freshly cracked black pepper. We then cooked it on low for 15 minutes, then on high for another 20-30.",1,review
5,82509,109855,"Loved this stuff. Very easy to throw in the crockpot, wonderful flavors. I love healthy recipes and especially soup that I can take to work. I will definitely make this again - many times! Thanks for posting/ Barb",0,review
6,82509,445442,"This was delicious! My fiance (the vegetarian) and I (the carnivore) loved it - it was earthy, substantial and flavourful! We made a few tiny adjustments - we used a handful of brown rice instead of the potato, and after the 10 hours of cooking, we added an extra 2 cups or so of broth, and almost double the lemon juice, as well as freshly cracked black pepper. We then cooked it on low for 15 minutes, then on high for another 20-30.",0,tweak
1,182935,498271,"These shrimp were delicious!! So quick and easy to make and just loved the garlic chips! Didn't serve it over anything, just ate 'em as they were. Wonderful dish - thanks for posting!",2,review
2,182935,11176,"Mmm! I used 4 cloves of garlic to 3/4 lb shrimp (it's the Italian in me), cut back on the red pepper and served it over ramen noodles for a quick, pressed-for-time dinner. Honestly, I could eat those garlic chips all day, every day, but then I suppose I'd lose friends quickly. ;o) Thank you for posting this delicious and fast feast, Recipe Reader!",1,review
3,182935,338451,"awesome.....my only change would be MORE GARLIC!",1,review
4,182935,37636,"Quick, tasty, and oh so easy! Can I say any more? Everyone loved this, especially the combination of rosemary with garlic, which is a favorite in our house! Thanks for posting- ~Sue",0,review
5,182935,182010,"Delicious! We all loved the garlic chips. The shrimp were perfectly done, the rosemary just right. Served over linguini with some lemon olive oil.",0,review
1,244722,33186,"Congrats! Your recipe is featured on our homepage today as the ""Recipe of the Day"" ! (07/29/11)",2,review
2,244722,2002398687,"Great recipe! Will be a go-to for us. I gave it 4 stars instead of 5 for one reason. Spraying a non-stick pan with cooking spray will cause the non-stick surface to lose its non-stick properties. If the pan is non-stick, it shouldn't be necessary.",0,review
3,244722,900992,"What a delicious recipe! I love the flavors - they do overpower the flavor of the fish a bit, but it doesn't matter because they are so GOOD!!! This is definitely a keeper. We used a little bit of leftover minced red onion instead of a shallot. It was great.",0,review
4,244722,644307,"I liked the salsa but think it would be better on chicken-probably won't make this again. There are much better cod recipes here with less prep.",0,review
5,244722,133174,"A delicious and healthy way to serve cod. After getting into the recipes I discovered that I did not have capers so had to leave them out. Also, I used minced red onion in place of the shallots. Even with my subs and omissions this is wonderful. Something I will repeat in the future.",0,review
6,244722,452355,"We loved this recipe! 5 stars all the way! I substituted sea bass for the cod because that is what I had on hand. Also, I grilled the fish on the BBQ instead of cooking it on the stovetop. That is the beauty of this recipe--because the salsa goes on top of the fish after it is cooked, you really can prepare the fish any way you like. I highly recommend grilling it. The salsa had excellent flavor. This is definitely a recipe that I will be making again. Made for ZWT4.",0,tweak
1,220025,452355,"We liked this chicken salad. DH actually liked it better the next day when he took it for lunch after the flavors had awhile to meld more. This was very easy to prepare as well. We grilled some extra chicken (when making another grilled chicken recipe) to use in this salad, which worked well. I made no modifications to the ingredients. Thanks!",0,review
2,220025,679953,"MamaJ this is one tasty salad . We did halve the recipe for fear our kids would not like. None the less, We have to agree with Toni, the tarragon, lemon, and mustard combo was great. Unbelievable flavors, with great taste. Very enjoyable. Made for PRMR tag.,",0,review
3,220025,305531,"Wonderful salad! I used some leftover chicken, made as directed otherwise, except that I halved the recipe for 2 of us. Very simple and very tasty. I love tarragon and the combination of the tarragon vinegar, the marinated artichokes, capers and currants was really a great combo. Thanks Mamma J. Made for ZWT4.",0,review
4,220025,67656,"This was so easy to prepare and simply delicious. Looking to make this a little lighter in calories, I only used 2 tablespoons of olive oil and 4 tablespoons of fat free chicken broth. The tarragon, lemon and mustard blended just beautifully and elevated the components of the salad. Thanks!",0,review
5,220025,21752,"To echo Chef echo echo (LOL), loved this, loved this! I used craisins instead of the dried currants, and added a handful of chopped coriander. We served this up with pita and hummous and techina and it was a wonderful lunch on a hot summer's day.",0,review
6,220025,21752,"To echo Chef echo echo (LOL), loved this, loved this! I used craisins instead of the dried currants, and added a handful of chopped coriander. We served this up with pita and hummous and techina and it was a wonderful lunch on a hot summer's day.",0,tweak
7,220025,121690,"Love this, love this! Chicken with tarragon is always a favorite of mine. I used yellow raisins instead of the currants. I do think that next time I might leave out the orzo--it was fine, but didn't really add anything much for me. That way it would be good stuffed into a pita, I think.",0,tweak
1,131972,2002470084,"Since you're not using mayonnaise, could you use tuna packed in oil so it's hopefully not dry?",0,question
2,131972,386585,"This was fantastic and really hit the spot! I had some beautiful ripe garden tomatoes, which were perfect in this dish. I also added some minced kalamata olives, which is the only change I made. What a wonderful lunch I enjoyed! I wished I'd taken a photo, but I ate it too fast! Made for Culinary Quest 2016.",0,review
3,131972,80353,"Made a 1/2 recipe of this and cut each tomato in half so we each got a half with Recipe #428353 for lunch. Really good, bright flavours here. I especially enjoyed the addition of pistachios here. Thanks.",0,review
4,131972,305531,"Yum! This was great. I've never had a tuna salad before that didn't have mayo so this was a refreshing contrast. After reading the previous reviews, I added a few more pistachios that I really enjoyed. Since I halved the recipe the ingredients were too few to reach the blade in my mini processor, lol, so I just manually crushed them a bit. Thanks Susie for a nice treat. Made by an Unruly Under the Influence for ZWT6.",0,review
5,131972,207616,"mmmm....I loved it especially since it has some of my favorite ingredients in it. I didn't have pistachios nuts though :(. Made for ZWT4.",0,review
6,131972,5060,"Delish Susie!! DH loved them as did I. Served them with your recipe #98849, a lovely match! I just made half a recipe for the two of us and used walnuts as that is what I had. It was a lovely cool supper and i will be making them again, thanks for posting!",0,review
1,323422,2851666,"This corn salad was heavenly! The only thing I added was pitted kalamata olives. I also decided to throw in the feta just before serving rather than letting it marinate with everything overnight. Such a great side dish (but I can easily see myself eating a whole bowl of this as a meal, lol)! I featured this recipe in my blog - http://danasfoodblog.com/?p=970.",0,review
2,323422,239758,"Fabulous salad and a great way to use up leftover corn. I cut the kernels off three large cobs that I boiled yesterday. That gave me more than a pound of corn, so I used 2 tablespoons of oil and 3 of red wine vinegar. Also used a little extra feta and about 2/3 of a large red onion, finely chopped. Added lots of basil (don't forget the basil)! Thanks very much for posting. This is going straight in my 100-star cookbook.",0,review
3,323422,383346,"This salad is so good and the basil really adds ton of flavor. The corn and chickpeas are great together. That's a great filling lunch. I used fresh red bell pepper. Thanks JanuaryBride :) Made for ZWT8 for Diners, Winers and Chives",0,review
4,323422,869184,"This was a nice and fresh salad. I opted for fresh orange and green bell peppers, and added chives and parsley for the herb part. I also doubled the vinegar as other reviewers have suggested but I felt that something was missing, or that perhaps the chick peas were a bit out of place in the salad. Perhaps some lemon or lime juice would pick up the flavours as well. Made by Bistro Babes, for ZWT 8",0,review
5,323422,2193767,"I used the basic recipe as a springboard, and made these changes:<br/>1. Cooked corn from 3 cobs instead of using frozen<br/>2. Included roasted red pepper, marinated artichoke hearts, and sun dried tomatoes<br/>3. Instead of red wine vinegar, I used Pesto sauce. <br/><br/>The salad was a little green due to the Pesto, but the taste was awesome. Will definitely make this repeatedly.",0,review
6,323422,2193767,"I used the basic recipe as a springboard, and made these changes:<br/>1. Cooked corn from 3 cobs instead of using frozen<br/>2. Included roasted red pepper, marinated artichoke hearts, and sun dried tomatoes<br/>3. Instead of red wine vinegar, I used Pesto sauce. <br/><br/>The salad was a little green due to the Pesto, but the taste was awesome. Will definitely make this repeatedly.",0,tweak
1,221237,199848,"Fantastic salad. The chickpeas make it filling enough to be a complete meal. I made this according to the recipe and included the optional capers and added some sliced onion. Simple but great. Thanx!",0,review
2,221237,80353,"Just the kind of salad my whole family enjoys eating! I had boiled up a batch of chickpeas and cannelini beans to make hummous and used equal amounts of each of those. All the veggies were great - each bite was delightful and different, and the dressing was fabulous. Thanks.",0,review
3,221237,953275,"This was a huge hit, and as it was so quick to make too that made it a hit all round. I made half the batch, exactly as written (ok, yellow pepper instead of red...), and I had a tin of mixed beans instead of just chickpeas. My daughter nearly finished off the entire batch. I imagine cutting the oil back would be equally good, but as is was nice and rich and I liked that the vinegar didn't overpower the dressing. Thanks Dreamer, I'm sure I'll make this again again and again.",0,review
4,221237,56003,"Loved this salad! The flavors complemented each other very well. I used some giant garlic stuffed green olives and extra capers. I could eat this every week! Thnx for sharing, Dreamer. Made for KcK's Forum.",0,review
5,221237,386585,"OMG - this is delicious!!! It makes a super lunch to pack and is very portable. I made it exactly as written, except I did not use stuffed green olives, but a olive combination that included green, kalamata, etc. and I increased the olives to a full cup (because I love olives). I also did not julienne the peppers, but chopped them instead. Anyway...this was delightful and will be made regularly. Thanks for posting. Made for All New Zaar Cookbooks Tag Game.",0,review
6,221237,953275,"This was a huge hit, and as it was so quick to make too that made it a hit all round. I made half the batch, exactly as written (ok, yellow pepper instead of red...), and I had a tin of mixed beans instead of just chickpeas. My daughter nearly finished off the entire batch. I imagine cutting the oil back would be equally good, but as is was nice and rich and I liked that the vinegar didn't overpower the dressing. Thanks Dreamer, I'm sure I'll make this again again and again.",0,tweak
1,8892,14613,"this was pretty good. i prefer sauteing the spinach in oil and not water. good with goat cheese instead of feta.",6,review
2,8892,36777,"Found this to be superb & authentic. Reminded me of the foods we ate while touring Italy and Greece. Thank you for sharing.",5,review
3,8892,486725,"I did alter this a bit, but we loved it that way. I looked at the other reviews and decided to add oil and lemon. I also barely wilted the spinach (and added much less, because of it), used more fresh dill and capers, and added potatoes, to make a meal out of it. The capers, dill, potatoes and feta went so well together in this. As another reviewer mentioned, it makes a delicious base to potentially add things to (like beans, potatoes, etc.).",1,review
4,8892,470351,"Very tasty spinach dish! I loved the combo of flavors and was surprised at someone's comment that the dill made it awful. I used fresh dill and barely noticed it in this dish. I sauteed the onions, garlic and dill with a bit of olive oil...then also tossed in the tomatoes for a minute before removing all from heat. I loved the low fat method of cooking the spinach with water. I tried it and loved it. The pairing of capers and feta with this was also really great. I will definitely make this one again.",1,review
5,8892,593513,"Oh My, this was really tasty. Was just looking for something to do with my leftover spinach and thought I would try this. Really glad I did. I sauteed the onions garlic and dill in some oil. Used Campanari (cherry) tomatoes because those are the only ones I find have any real flavor here in this City. After the onions and garlic were done sauteing I threw the tomatoes in for about 30 seconds. Sauteed the spinach in a little olive oil and not water. I really found this a delicious quick salad to put together. Didn't come anywhere near 25 minutes to cook though. And so colorful when put together. Thanks so much for posting Mary. Loved it.",1,review
6,8892,276108,"SUPER! My husband and I both loved this. I did make a couple of minor changes, I used a large can of spinach instead of fresh and used cherry tomatoes (they are the only ones with flavor now) which I stirred into the spinach mixture just before removing from the heat. The dill gave it a hit of tartness similar to the splash of vinegar we normally add to spinach. Thanks so much for a new favorite!",0,tweak
7,8892,184530,"This was exceptionally tasty, and very easy to prepare. I used 600 grams of baby spinach leaves, dried dill, and everything else as listed. I cooked the onions for a few minutes, added the tomatoes and cooked them for a few minutes, then added the spinach to the same pan. I also used olive oil in place of the water. Will make again!",0,tweak
8,8892,15892,"I doubled the garlic and only had on hand about half the spinach. I, too, used olive oil, and would consider trying it with chicken broth instead of the water. I don't like dill, but I stuck to it and used my dried. I also added a breath of red pepper flakes just before step five, added a splash of lemon at the end of step 7 and I DIDN'T discard the liquid. Very tasty. I had it with some leftover swordfish that I flaked and stirred throughout. This would also be nice over rice or pasta, or with some canned garbanzo or white beans thrown in. The feta was the perfect touch. Would also be nice with fresh shredded parmesan, pine nuts or some cumin. What a nice base! Thanks, Mary! I can't wait to expand on this (or just keep it simple....)!",0,tweak
9,8892,14613,"this was pretty good. i prefer sauteing the spinach in oil and not water. good with goat cheese instead of feta.",0,tweak
1,317056,204024,"This is a great combination. I cut this in half and used basil as my italian seasoning. Made for ZWT6 for the Voracious Vagabonds",0,review
2,317056,61660,"I thought the salsa was totally awesome!! Loved all the flavors and the feta added just the right kick to make it a little different from other salsas. Lovely!! The hummus was good, but I can't say I could find any noticeable difference with the addition of the sour cream. Served with garlic pita chips!",0,review
3,317056,779699,"Sooo easy and yummy! I doubled the recipe and I only got a little taste as I sent this with DH and his friends for their annual ""guy's weekend"" at the lake! There was none left after the first night according to DH! I sent stacy's pita chips and they loved it! Thanks for posting! Made for The Queens of Quisine ZWT6 Zingo!",0,review
4,317056,428885,"This was a delightful duo from my teammate! I agree with other reviewers, the feta part of the salsa was a huge hit, nice and salty, mixing with the onion, garlic, and Italian seasoning you simply cannot go wrong. The hummus was great too, I didn't realize you could make a creamer version by just adding sour cream!! This is totally delish and served with homemade pita chips! Made for ZWT6 2010",0,review
5,317056,1637137,"I tried the Salsa dip only and found it to be excellent! I was surprised at how the simple ingredients meshed well together. This would also be good on crostini if pita chips are not available",0,review
1,179813,333017,"My DD got into an Edamame kick a while ago, so I was buying them in packages at Costco. Well, she stopped eating them...for whatever reason and didn't tell me, so I had a freezer full of beans. If the recipe turned out the way I was hoping it would, I would use it for our rehersal dinner for when my second DD gets married. We loved it! The salad had the crunch from the beans, sweetness from the tomatoes and salt from the cheese and olives!! I am not a big fan of oil floating around my foods (in fact, it turns me off totally!!) so I did make some changes. I had made a garlic infused oil (for another recipe) and had some of the oil and cooked garlic left over. I used some of the sun-dried tomato oil and the garlic infused oil and the left over garlic chips. I probably did not use even 1 T. It passed the ""bride has to try everything and see everything"" test and loved it!!! I dehydrate roma tomatoes when they come on sale... so next time, I will use half of my tomatoes and half of the oil infused tomatoes to use them up. If anybody else buys edamame at Costco, 3 cotainers equals just shy 2 cups. I have company coming in the next 2 weeks, so I think this recipe will get a good workout from me! Thanks Chef!!",3,review
2,179813,269829,"I tried this recipe for a potluck and we loved it! (I tripled the recipe.) It is a very aromatic dish that scents the whole house. Mmm! The only changes made were: I snipped the sun-dried tomatoes into small bits and by the time I had added about 2/3 cup of them to the edamame it looked like more would overwhelm the salad, so I didn't triple the amount of sun-dried tomatoes, but sliced and added about a pound of fresh ripe cherry tomatoes, instead. I couldn't find feta cheese, so substituted goat cheese (I read that it's a healthier cheese, anyway, with less fat and less salt). For the dressing (step 2), I decided I would like my garlic pureed, so I mixed the dressing in the blender. I feel like I have too many vinegars already on hand, so used red wine vinegar instead of buying white. I couldn't find white balsamic vinegar, so substituted what I found, which was golden balsamic vinegar. I also had forgotten to buy fresh oregano, so substituted 1/3 as much dried oregano, and I used extra-virgin olive oil. I mixed the edamame, tomatoes, onions and olives, then added the dressing. I found I needed only half of the dressing, so have kept the rest of the dressing aside, in a container in the fridge. Next time I will reduce those ingredients by half. This helps make the recipe lower in fat, too. The cheese was added just before serving. On re-visiting the left-overs the day after, I have found that even if certain ingredients are left out, it still is terrific! My husband picks out the onion and I pick out the olives, but it's delicious even without those. Some of the salad was left without cheese because there were vegans at the potluck -- and it tastes delicious without the cheese, as well.",2,review
3,179813,2001650987,"I used all the ingredients listed plus added an English cucumber quartered, some mini red, orange and yellow peppers chopped. I didn't have the white vinegars on hand so I replaced it with Wegman's balsamic vinaigrette dressing, It was delicious!! I will be making this again for sure! I did omit the garlic and the fresh oregano, because there was garlic in the dressing and I was out of fresh oregano. I think fresh basil would be delightful in it too, or maybe even a little mint! I have a wonderful cayenne pepper olive oil I will use next time, and probably stick with a balsamic vinegar as well.",0,review
4,179813,414452,"This is just EXCELLENT! The flavors are fantastic. I used kalamata olives, (I would recommend you NOT use the canned black olives). I omitted the feta as I am not a fan. Double the batch as you will want more.",0,review
5,179813,266635,"Delish!! This salad was fantastic and the presentation is so colorful. Great on flavor and a great dish to wow your guests. This salad could not go wrong as it has everything I love in it. I will definitely make this dish again and again!!!! Thanks for the post.",0,review
